pos_inicial_bola;vento;gravidade;altura;pos_final_bola
666.0;0.021902032933598936;0.08;800;873.0399173213103
742.0;0.033540525150808666;0.08;800;1059.058584250594
426.0;0.02701358248103233;0.08;800;1562.145954149081
389.0;0.058320643508588926;0.08;800;863.2040097581132
184.0;0.006200574665893542;0.08;800;242.61403231669163
649.0;0.021525363680961564;0.08;800;852.4792628761297
192.0;0.06776274184233434;0.08;800;832.5611986355867
192.0;0.005345209708248609;0.08;800;242.52826737207403
558.0;0.024823832431126864;0.08;800;735.4061468372423
353.0;0.011772642681017352;0.08;800;464.2867912636573
313.0;0.056724646069424976;0.08;800;451.85660611098564
693.0;0.029378430031526657;0.08;800;970.7142990880217
474.0;0.014073499514007822;0.08;800;607.0367909059157
406.0;0.04425164081366093;0.08;800;1164.4475941948374
441.0;0.05462595903759267;0.08;800;2229.585870807848
349.0;0.05799718915247636;0.08;800;828.4452633301853
455.0;0.04801900087496451;0.08;800;1013.2487044509801
585.0;0.06765487218755319;0.08;800;1224.5415067889414
276.0;0.049124150072244514;0.08;800;740.3705906329268
350.0;0.03160479354191241;0.08;800;477.917365408854
672.0;0.03039502520550288;0.08;800;959.3241732676194
79.0;0.03905457084368689;0.08;800;448.1828581853717
147.0;0.059914886449341176;0.08;800;329.11258887705816
547.0;0.030155170961988564;0.08;800;1124.5251733268685
121.0;0.005667206783693344;0.08;800;174.57210572625326
371.0;0.00611085689713655;0.08;800;385.475353265651
682.0;0.04647990475460197;0.08;800;1121.3745396452523
410.0;0.043372729253609625;0.08;800;1150.5288940236785
204.0;0.02372241662486564;0.08;800;299.6707735109703
438.0;0.032032760744775415;0.08;800;740.8056873203618
719.0;0.04710708358652261;0.08;800;1164.3032611433996
641.0;0.02337981270498936;0.08;800;862.0093695002645
93.0;0.05691093992156542;0.08;800;367.03856507024597
208.0;0.02586615302402758;0.08;800;380.853098831339
500.0;0.01730125512733089;0.08;800;663.5487647186587
77.0;0.029053665165889014;0.08;800;351.6442968131485
211.0;0.02578479558151775;0.08;800;320.1074590323506
319.0;0.06575668858930875;0.08;800;585.1436682582142
498.0;0.031027597784592638;0.08;800;554.2623181031414
182.0;0.0403374164673167;0.08;800;516.8321755493913
690.0;0.0026222169729318025;0.08;800;780.6367472951417
608.0;0.051282408058999605;0.08;800;1092.772603381723
263.0;0.00964603435274443;0.08;800;354.18396273649324
627.0;0.00937593539262882;0.08;800;677.5462119469222
678.0;0.008639095054563171;0.08;800;981.9214624275482
341.0;0.03152077932183695;0.08;800;416.7758200767033
488.0;0.034752811376617836;0.08;800;493.739918329356
683.0;0.04832245270208884;0.08;800;1139.7921453928461
218.0;0.011754152483613013;0.08;800;415.8649298871395
515.0;0.0427596370515118;0.08;800;2039.5612394945765
445.0;0.06948930367719021;0.08;800;1101.8823876604793
374.0;0.02336420123217712;0.08;800;577.9369228769821
117.0;0.03624628751380225;0.08;800;150.27245974137864
214.0;0.03265808558702435;0.08;800;522.7168830541409
89.0;0.01947249867600586;0.08;800;273.0735299842831
33.0;0.04265398043155113;0.08;800;436.2080770194531
463.0;0.031008588584083587;0.08;800;756.1241878853424
201.0;0.02998780430132915;0.08;800;499.3770479760904
241.0;0.05390575708304684;0.08;800;750.5711217060422
226.0;0.01050102282269735;0.08;800;440.2908690665737
274.0;0.009998152228120895;0.08;800;368.5125330124269
598.0;0.007893947263520234;0.08;800;672.6214834820568
309.0;0.042638244817239976;0.08;800;712.059328257369
609.0;0.00792725074293965;0.08;800;683.9363012730083
184.0;0.0008137201701945317;0.08;800;191.69209676884893
629.0;0.032477621503979384;0.08;800;936.0109560771176
173.0;0.03950182942163296;0.08;800;1094.3044817745508
241.0;0.008637846418904058;0.08;800;457.6075506286017
459.0;0.04076412023940953;0.08;800;466.07874086673866
723.0;0.01986491060193279;0.08;800;910.7829999200703
245.0;0.03201385315898478;0.08;800;547.6269539118837
650.0;0.05432619144715548;0.08;800;1163.545487749961
601.0;0.01364511431691447;0.08;800;654.2437111056536
569.0;0.029484989049239307;0.08;800;1674.7796046221933
299.0;0.0010948767148861859;0.08;800;309.3498695858192
388.0;0.03758762671069917;0.08;800;597.0334201720657
587.0;0.06206127975894357;0.08;800;1173.6652775612945
239.0;0.02359139075051816;0.08;800;462.0094167646482
255.0;0.05111237664935653;0.08;800;738.1652964663672
554.0;0.06998549474276627;0.08;800;1215.5728818033713
532.0;0.06907695541977038;0.08;800;1184.9844595830905
19.0;0.03257205755971049;0.08;800;326.90366011194266
623.0;0.03756718697050372;0.08;800;978.1226184321713
496.0;0.02861884631015248;0.08;800;766.5339541698718
444.0;0.059588402902386435;0.08;800;1007.2891726362597
314.0;0.03647394289995015;0.08;800;658.7881822332282
579.0;0.0006423196132822174;0.08;800;585.0718473043568
323.0;0.0008782499219848527;0.08;800;331.30209651252284
150.0;0.022561405467955403;0.08;800;180.90529510095547
138.0;0.02686923380115408;0.08;800;174.36683665938992
147.0;0.022706454114251658;0.08;800;182.66569409325484
588.0;0.0054968586266026225;0.08;800;639.9618045972746
703.0;0.048326548120049384;0.08;800;1159.8308593788256
579.0;0.0670029263079202;0.08;800;1212.3786623887704
14.0;0.04150648298634229;0.08;800;406.3607836698932
202.0;0.0311927804214707;0.08;800;323.2336530541268
359.0;0.039200571745104405;0.08;800;676.2887924980201
168.0;0.007759460393374564;0.08;800;241.35017909856987
390.0;0.01660342996394819;0.08;800;564.1756195749657
321.0;0.06445385803158578;0.08;800;581.8716776598942
139.0;0.016845567160732825;0.08;800;298.24114637040736
403.0;0.04083568037027422;0.08;800;1082.1166293887452
499.0;0.017955587242307582;0.08;800;668.7341662015338
175.0;0.03105704348036033;0.08;800;621.8348779532382
221.0;0.06611719585173217;0.08;800;846.0058523864253
472.0;0.04680850459797293;0.08;800;1628.5247364720794
118.0;0.0658289072855494;0.08;800;1585.843159061519
739.0;0.04662005192843212;0.08;800;1179.6993508794687
70.0;0.06272436356237067;0.08;800;175.36609443980115
118.0;0.054629409973163484;0.08;800;664.8552461028597
94.0;0.06201680654164584;0.08;800;553.4516806773122
533.0;0.05516396506516291;0.08;800;1054.4649617609841
504.0;0.06004241409304732;0.08;800;1071.5809404215754
594.0;0.03121644231070547;0.08;800;889.0890291630991
629.0;0.0247913168914314;0.08;800;863.3523185747006
287.0;0.06784005630470896;0.08;800;450.5166266146962
725.0;0.003167169259238986;0.08;800;754.9392510075859
632.0;0.015655282588183626;0.08;800;881.5349660668084
634.0;0.06302660644860743;0.08;800;1229.7905107586878
35.0;0.028617990809312405;0.08;800;305.52586712043035
493.0;0.05097894685831208;0.08;800;974.903984651624
300.0;0.039158933690838164;0.08;800;670.1694001794928
355.0;0.01914334730187915;0.08;800;400.3262258521515
679.0;0.03416204751267296;0.08;800;1001.9338351372979
654.0;0.00904057810424591;0.08;800;908.516318381774
337.0;0.0491484295451298;0.08;800;559.7483828112472
175.0;0.04770344399838696;0.08;800;303.1150474314578
81.0;0.017607666697874468;0.08;800;247.44527329500718
230.0;0.0016862765917777668;0.08;800;250.5202241907421
711.0;0.007489107477780662;0.08;800;781.7945329874608
231.0;0.05429051297502703;0.08;800;744.2082191529297
169.0;0.008503710902060866;0.08;800;249.38557915718144
238.0;0.04670048164147317;0.08;800;679.459652956846
497.0;0.060501043043786874;0.08;800;1068.9163598929165
417.0;0.025364624506384104;0.08;800;745.3556584975424
497.0;0.0200259489863128;0.08;800;686.3052957676152
682.0;0.005896584289855828;0.08;800;902.5897862629432
16.0;0.02290883183545129;0.08;800;232.5571873405215
233.0;0.022599755740054253;0.08;800;446.6354910107329
369.0;0.016002342622846954;0.08;800;494.4548569716294
447.0;0.005866435287876146;0.08;800;502.4554127762932
600.0;0.05386971171128092;0.08;800;1109.230384806738
461.0;0.0663424004517928;0.08;800;1088.1347114707978
449.0;0.013382277510672254;0.08;800;575.5026693083855
387.0;0.06268543613272874;0.08;800;651.742240037305
245.0;0.05712153272133622;0.08;800;784.9698488147908
401.0;0.06486204585706737;0.08;800;1512.1396118726307
380.0;0.03359698020115999;0.08;800;732.863613718535
123.0;0.06215053661956552;0.08;800;534.984072326883
648.0;0.05085279121130882;0.08;800;1128.7114353205025
648.0;0.0611548559380774;0.08;800;1226.0968531826452
566.0;0.013912458249656864;0.08;800;697.5144678340062
677.0;0.02133351239539021;0.08;800;878.6656926736238
500.0;0.028140747741371902;0.08;800;766.0144883991887
660.0;0.02654912901144339;0.08;800;910.9689165451747
242.0;0.010818126696822056;0.08;800;518.8776283986954
457.0;0.02303079911661874;0.08;800;674.710144049397
646.0;0.03710868893621973;0.08;800;996.7884365140852
170.0;0.031485652384073436;0.08;800;553.7847323354076
466.0;0.04234500041356499;0.08;800;643.5626444153459
59.0;0.03749713474629654;0.08;800;413.46041475674105
154.0;0.04341117935394858;0.08;800;332.91113192912394
67.0;0.06527503225243336;0.08;800;231.13165307859725
442.0;0.03384057989500861;0.08;800;761.8950017475162
709.0;0.041080179355484386;0.08;800;1097.3309354473936
166.0;0.027320021732394624;0.08;800;380.61984791755026
409.0;0.04841382105730665;0.08;800;1238.1502379055744
269.0;0.0038160595499030963;0.08;800;362.9294853597637
569.0;0.03969508782682495;0.08;800;944.237665226976
13.0;0.02144402693378844;0.08;800;215.7103866051017
16.0;0.006005857623404465;0.08;800;72.77337211404232
730.0;0.021541663162495703;0.08;800;933.6333418750716
729.0;0.03171830267740481;0.08;800;1028.833115209506
274.0;0.024917245397445168;0.08;800;509.54272074204926
700.0;0.016628695855235354;0.08;800;857.1910619195395
234.0;0.047929811577781686;0.08;800;687.0805088447706
601.0;0.047350832192944566;0.08;800;1048.6074167199054
527.0;0.04522643190060805;0.08;800;954.5254607564484
149.0;0.04968509230177933;0.08;800;1215.6275968615234
356.0;0.059360572257101986;0.08;800;517.4957983020794
395.0;0.06444446855296138;0.08;800;1497.491463975305
402.0;0.018548687504168968;0.08;800;658.8703038162097
106.0;0.04927833924608931;0.08;800;285.38954673681417
585.0;0.04692803487237943;0.08;800;1028.6107136486028
237.0;0.034179660021948416;0.08;800;560.1003261874781
640.0;0.012432754978152721;0.08;800;1025.1363527558656
674.0;0.03926900344245225;0.08;800;1045.2098895415006
392.0;0.03989684616864647;0.08;800;968.1989447383473
467.0;0.03569358644181925;0.08;800;581.9585068145767
433.0;0.0447426789400974;0.08;800;479.2220014116342
304.0;0.03751144052713737;0.08;800;658.5956473030293
284.0;0.0257069073869102;0.08;800;527.0073955284619
384.0;0.007967462291437199;0.08;800;453.9091267894935
485.0;0.06931460858244284;0.08;800;1140.230994929832
123.0;0.0294612549239234;0.08;800;401.4972427958477
243.0;0.02412555860574367;0.08;800;471.0589055000945
465.0;0.045234639266116435;0.08;800;886.1200939527496
89.0;0.014862933990811455;0.08;800;229.49931501514087
579.0;0.038255283375522496;0.08;800;940.6271937488144
147.0;0.03127662356041098;0.08;800;330.8586572962073
83.0;0.015176729283155175;0.08;800;226.465621913666
51.0;0.03201508195182242;0.08;800;353.63856969057747
210.0;0.05362511745753793;0.08;800;716.9182353261058
597.0;0.014320892012075013;0.08;800;650.7972261268302
549.0;0.0024006185277437066;0.08;800;571.6930469427613
253.0;0.021541505488637213;0.08;800;456.6318513840875
547.0;0.05225548200755723;0.08;800;1040.971071417438
607.0;0.011661544769550936;0.08;800;645.0802743413694
366.0;0.05858458870789472;0.08;800;2209.5485308148222
146.0;0.06560791678019348;0.08;800;766.1916373231677
533.0;0.06422253226046534;0.08;800;1140.0955974581782
558.0;0.02126079260406165;0.08;800;581.6931639039375
698.0;0.020531829045518132;0.08;800;892.0873799672826
470.0;0.03985272099208407;0.08;800;519.8120756208459
484.0;0.03611289131538537;0.08;800;490.4803477354915
484.0;0.001874845293386457;0.08;800;501.72291255838235
287.0;0.06991379179847683;0.08;800;453.1687675069367
528.0;0.04564504680901745;0.08;800;959.482627485642
653.0;0.01916453271370938;0.08;800;834.1623277426945
279.0;0.045208150290066536;0.08;800;706.3526446919992
478.0;0.006789283613922933;0.08;800;542.1790980024134
8.0;0.030169425592871318;0.08;800;293.19158012941296
445.0;0.06494568322061932;0.08;800;1058.9315434845153
685.0;0.025155000612441858;0.08;800;922.7902207894133
461.0;0.0480783567215529;0.08;800;730.308154605743
376.0;0.025980603402184086;0.08;800;611.6691888453562
542.0;0.036340589125107486;0.08;800;1875.880116873049
269.0;0.012365406460780364;0.08;800;385.89018727375657
347.0;0.05134618848679636;0.08;800;732.5025186747534
556.0;0.034004509168488774;0.08;800;1769.1881610566386
214.0;0.046740426373153836;0.08;800;655.8372505054231
748.0;0.023028168540017963;0.08;800;965.68527720879
327.0;0.0516130981031066;0.08;800;477.7290971147676
188.0;0.04674245044114191;0.08;800;629.8563840201148
113.0;0.026246407922399264;0.08;800;361.10729409044035
617.0;0.015272333446864997;0.08;800;893.159256529794
483.0;0.046484754006604914;0.08;800;2141.7034897756103
504.0;0.06619385712182962;0.08;800;1129.7305313726558
189.0;0.008309337692501455;0.08;800;195.91552832837655
236.0;0.012319131385697952;0.08;800;549.1479970348099
110.0;0.061278879217798364;0.08;800;857.9812377086674
617.0;0.06309659601437954;0.08;800;1213.4521221239302
473.0;0.02554705447776904;0.08;800;714.4963059783504
242.0;0.03560428249743208;0.08;800;578.5672824482247
679.0;0.010231828215682996;0.08;800;775.7214721228513
513.0;0.05521478426244335;0.08;800;1034.9453556328776
711.0;0.023416221957782642;0.08;800;932.3535461669193
691.0;0.048435484392315986;0.08;800;1148.8606339605635
361.0;0.05574867363092687;0.08;800;503.5190212332402
430.0;0.06304776553278346;0.08;800;1025.9905275814008
302.0;0.02138285376079543;0.08;800;504.132116600799
352.0;0.03061989399930711;0.08;800;487.8531258119937
25.0;0.0533305137864632;0.08;800;529.1333468234359
203.0;0.034650881899463505;0.08;800;280.1528605074418
413.0;0.06876935222523786;0.08;800;1063.076686585174
374.0;0.004669119398879968;0.08;800;390.937583549231
372.0;0.014885428940654869;0.08;800;491.6872920582743
47.0;0.007557796799990871;0.08;800;118.4438531503138
388.0;0.060393461974300885;0.08;800;579.8995317145599
214.0;0.04097102416184858;0.08;800;601.2990914019542
228.0;0.04791206107233285;0.08;800;680.9127133167626
35.0;0.0009619362144405832;0.08;800;44.09318303510683
257.0;0.05899211856618417;0.08;800;814.6524968061397
531.0;0.03816397782134827;0.08;800;1951.05232860542
116.0;0.01871186240633686;0.08;800;292.88323532710234
165.0;0.05235553902689523;0.08;800;317.1604494518909
128.0;0.03936419269958742;0.08;800;311.5815428079652
209.0;0.033858205496375;0.08;800;529.0616165572326
616.0;0.05092162481890978;0.08;800;1097.3621194131547
195.0;0.03926917194827224;0.08;800;301.70976390185587
164.0;0.026528312120317924;0.08;800;350.72869952897764
119.0;0.011991056474625587;0.08;800;232.3514568546356
372.0;0.01854238740072225;0.08;800;522.5896348767382
255.0;0.019620402155472973;0.08;800;440.471661575686
692.0;0.0031447584683936968;0.08;800;808.8577457168117
227.0;0.008718314222289702;0.08;800;390.1126265979142
328.0;0.0031752716319987328;0.08;800;358.01584273728395
